id,HandStart,FirstDigitTouch,BothStartLoadPhase,LiftOff,Replace,BothReleased
subj1_series4_173,0,0,0,0,0,0
subj1_series4_174,0,0,0,0,0,0
subj1_series4_175,0,0,0,0,0,0
subj1_series4_176,0,0,0,0,0,0
subj1_series4_177,0,0,0,0,0,0
subj1_series4_178,0,0,0,0,0,0
subj1_series4_179,0,0,0,0,0,0
subj1_series4_180,0,0,0,0,0,0
subj1_series4_181,0,0,0,0,0,0
subj1_series4_182,0,0,0,0,0,0
subj1_series4_183,0,0,0,0,0,0
subj1_series4_184,0,0,0,0,0,0
subj1_series4_185,0,0,0,0,0,0
subj1_series4_186,0,0,0,0,0,0
subj1_series4_187,0,0,0,0,0,0
subj1_series4_188,0,0,0,0,0,0
subj1_series4_189,0,0,0,0,0,0
subj1_series4_190,0,0,0,0,0,0
subj1_series4_191,0,0,0,0,0,0
subj1_series4_192,0,0,0,0,0,0
subj1_series4_193,0,0,0,0,0,0
subj1_series4_194,0,0,0,0,0,0
subj1_series4_195,0,0,0,0,0,0
subj1_series4_196,0,0,0,0,0,0
subj1_series4_197,0,0,0,0,0,0
subj1_series4_198,0,0,0,0,0,0
subj1_series4_199,0,0,0,0,0,0
subj1_series4_200,0,0,0,0,0,0
subj1_series4_201,0,0,0,0,0,0
subj1_series4_202,0,0,0,0,0,0
subj1_series4_203,0,0,0,0,0,0
subj1_series4_204,0,0,0,0,0,0
subj1_series4_205,0,0,0,0,0,0
subj1_series4_206,0,0,0,0,0,0
subj1_series4_207,0,0,0,0,0,0
subj1_series4_208,0,0,0,0,0,0
subj1_series4_209,0,0,0,0,0,0
subj1_series4_210,0,0,0,0,0,0
subj1_series4_211,0,0,0,0,0,0
subj1_series4_212,0,0,0,0,0,0
subj1_series4_213,0,0,0,0,0,0
subj1_series4_214,0,0,0,0,0,0
subj1_series4_215,0,0,0,0,0,0
subj1_series4_216,0,0,0,0,0,0
subj1_series4_217,0,0,0,0,0,0
subj1_series4_218,0,0,0,0,0,0
subj1_series4_219,0,0,0,0,0,0
subj1_series4_220,0,0,0,0,0,0
subj1_series4_221,0,0,0,0,0,0
subj1_series4_222,0,0,0,0,0,0
subj1_series4_223,0,0,0,0,0,0
subj1_series4_224,0,0,0,0,0,0
subj1_series4_225,0,0,0,0,0,0
subj1_series4_226,0,0,0,0,0,0
subj1_series4_227,0,0,0,0,0,0
subj1_series4_228,0,0,0,0,0,0
subj1_series4_229,0,0,0,0,0,0
subj1_series4_230,0,0,0,0,0,0
subj1_series4_231,0,0,0,0,0,0
subj1_series4_232,0,0,0,0,0,0
subj1_series4_233,0,0,0,0,0,0
subj1_series4_234,0,0,0,0,0,0
subj1_series4_235,0,0,0,0,0,0
subj1_series4_236,0,0,0,0,0,0
subj1_series4_237,0,0,0,0,0,0
subj1_series4_238,0,0,0,0,0,0
subj1_series4_239,0,0,0,0,0,0
subj1_series4_240,0,0,0,0,0,0
subj1_series4_241,0,0,0,0,0,0
subj1_series4_242,0,0,0,0,0,0
subj1_series4_243,0,0,0,0,0,0
subj1_series4_244,0,0,0,0,0,0
subj1_series4_245,0,0,0,0,0,0
subj1_series4_246,0,0,0,0,0,0
subj1_series4_247,0,0,0,0,0,0
subj1_series4_248,0,0,0,0,0,0
subj1_series4_249,0,0,0,0,0,0
subj1_series4_250,0,0,0,0,0,0
subj1_series4_251,0,0,0,0,0,0
subj1_series4_252,0,0,0,0,0,0
subj1_series4_253,0,0,0,0,0,0
subj1_series4_254,0,0,0,0,0,0
subj1_series4_255,0,0,0,0,0,0
subj1_series4_256,0,0,0,0,0,0
subj1_series4_257,0,0,0,0,0,0
subj1_series4_258,0,0,0,0,0,0
subj1_series4_259,0,0,0,0,0,0
subj1_series4_260,0,0,0,0,0,0
subj1_series4_261,0,0,0,0,0,0
subj1_series4_262,0,0,0,0,0,0
subj1_series4_263,0,0,0,0,0,0
subj1_series4_264,0,0,0,0,0,0
subj1_series4_265,0,0,0,0,0,0
subj1_series4_266,0,0,0,0,0,0
subj1_series4_267,0,0,0,0,0,0
subj1_series4_268,0,0,0,0,0,0
subj1_series4_269,0,0,0,0,0,0
subj1_series4_270,0,0,0,0,0,0
subj1_series4_271,0,0,0,0,0,0
subj1_series4_272,0,0,0,0,0,0
subj1_series4_273,0,0,0,0,0,0
subj1_series4_274,0,0,0,0,0,0
subj1_series4_275,0,0,0,0,0,0
subj1_series4_276,0,0,0,0,0,0
subj1_series4_277,0,0,0,0,0,0
subj1_series4_278,0,0,0,0,0,0
subj1_series4_279,0,0,0,0,0,0
subj1_series4_280,0,0,0,0,0,0
subj1_series4_281,0,0,0,0,0,0
subj1_series4_282,0,0,0,0,0,0
subj1_series4_283,0,0,0,0,0,0
subj1_series4_284,0,0,0,0,0,0
subj1_series4_285,0,0,0,0,0,0
subj1_series4_286,0,0,0,0,0,0
subj1_series4_287,0,0,0,0,0,0
subj1_series4_288,0,0,0,0,0,0
subj1_series4_289,0,0,0,0,0,0
subj1_series4_290,0,0,0,0,0,0
subj1_series4_291,0,0,0,0,0,0
subj1_series4_292,0,0,0,0,0,0
subj1_series4_293,0,0,0,0,0,0
subj1_series4_294,0,0,0,0,0,0
subj1_series4_295,0,0,0,0,0,0
subj1_series4_296,0,0,0,0,0,0
subj1_series4_297,0,0,0,0,0,0
subj1_series4_298,0,0,0,0,0,0
subj1_series4_299,0,0,0,0,0,0
subj1_series4_300,0,0,0,0,0,0
subj1_series4_301,0,0,0,0,0,0
subj1_series4_302,0,0,0,0,0,0
subj1_series4_303,0,0,0,0,0,0
subj1_series4_304,0,0,0,0,0,0
subj1_series4_305,0,0,0,0,0,0
subj1_series4_306,0,0,0,0,0,0
subj1_series4_307,0,0,0,0,0,0
subj1_series4_308,0,0,0,0,0,0
subj1_series4_309,0,0,0,0,0,0
subj1_series4_310,0,0,0,0,0,0
subj1_series4_311,0,0,0,0,0,0
subj1_series4_312,0,0,0,0,0,0
subj1_series4_313,0,0,0,0,0,0
subj1_series4_314,0,0,0,0,0,0
subj1_series4_315,0,0,0,0,0,0
subj1_series4_316,0,0,0,0,0,0
subj1_series4_317,0,0,0,0,0,0
subj1_series4_318,0,0,0,0,0,0
subj1_series4_319,0,0,0,0,0,0
subj1_series4_320,0,0,0,0,0,0
subj1_series4_321,0,0,0,0,0,0
subj1_series4_322,0,0,0,0,0,0
subj1_series4_323,0,0,0,0,0,0
subj1_series4_324,0,0,0,0,0,0
subj1_series4_325,0,0,0,0,0,0
subj1_series4_326,0,0,0,0,0,0
subj1_series4_327,0,0,0,0,0,0
subj1_series4_328,0,0,0,0,0,0
subj1_series4_329,0,0,0,0,0,0
subj1_series4_330,0,0,0,0,0,0
subj1_series4_331,0,0,0,0,0,0
subj1_series4_332,0,0,0,0,0,0
subj1_series4_333,0,0,0,0,0,0
subj1_series4_334,0,0,0,0,0,0
subj1_series4_335,0,0,0,0,0,0
subj1_series4_336,0,0,0,0,0,0
subj1_series4_337,0,0,0,0,0,0
subj1_series4_338,0,0,0,0,0,0
subj1_series4_339,0,0,0,0,0,0
subj1_series4_340,0,0,0,0,0,0
subj1_series4_341,0,0,0,0,0,0
subj1_series4_342,0,0,0,0,0,0
subj1_series4_343,0,0,0,0,0,0
subj1_series4_344,0,0,0,0,0,0
subj1_series4_345,0,0,0,0,0,0
subj1_series4_346,0,0,0,0,0,0
subj1_series4_347,0,0,0,0,0,0
subj1_series4_348,0,0,0,0,0,0
subj1_series4_349,0,0,0,0,0,0
subj1_series4_350,0,0,0,0,0,0
subj1_series4_351,0,0,0,0,0,0
subj1_series4_352,0,0,0,0,0,0
subj1_series4_353,0,0,0,0,0,0
subj1_series4_354,0,0,0,0,0,0
subj1_series4_355,0,0,0,0,0,0
subj1_series4_356,0,0,0,0,0,0
subj1_series4_357,0,0,0,0,0,0
subj1_series4_358,0,0,0,0,0,0
subj1_series4_359,0,0,0,0,0,0
subj1_series4_360,0,0,0,0,0,0
subj1_series4_361,0,0,0,0,0,0
subj1_series4_362,0,0,0,0,0,0
subj1_series4_363,0,0,0,0,0,0
subj1_series4_364,0,0,0,0,0,0
subj1_series4_365,0,0,0,0,0,0
subj1_series4_366,0,0,0,0,0,0
subj1_series4_367,0,0,0,0,0,0
subj1_series4_368,0,0,0,0,0,0
subj1_series4_369,0,0,0,0,0,0
subj1_series4_370,0,0,0,0,0,0
subj1_series4_371,0,0,0,0,0,0
subj1_series4_372,0,0,0,0,0,0
subj1_series4_373,0,0,0,0,0,0
subj1_series4_374,0,0,0,0,0,0
subj1_series4_375,0,0,0,0,0,0
subj1_series4_376,0,0,0,0,0,0
subj1_series4_377,0,0,0,0,0,0
subj1_series4_378,0,0,0,0,0,0
subj1_series4_379,0,0,0,0,0,0
subj1_series4_380,0,0,0,0,0,0
subj1_series4_381,0,0,0,0,0,0
subj1_series4_382,0,0,0,0,0,0
subj1_series4_383,0,0,0,0,0,0
subj1_series4_384,0,0,0,0,0,0
subj1_series4_385,0,0,0,0,0,0
subj1_series4_386,0,0,0,0,0,0
subj1_series4_387,0,0,0,0,0,0
subj1_series4_388,0,0,0,0,0,0
subj1_series4_389,0,0,0,0,0,0
subj1_series4_390,0,0,0,0,0,0
subj1_series4_391,0,0,0,0,0,0
subj1_series4_392,0,0,0,0,0,0
subj1_series4_393,0,0,0,0,0,0
subj1_series4_394,0,0,0,0,0,0
subj1_series4_395,0,0,0,0,0,0
subj1_series4_396,0,0,0,0,0,0
subj1_series4_397,0,0,0,0,0,0
subj1_series4_398,0,0,0,0,0,0
subj1_series4_399,0,0,0,0,0,0
subj1_series4_400,0,0,0,0,0,0
subj1_series4_401,0,0,0,0,0,0
subj1_series4_402,0,0,0,0,0,0
subj1_series4_403,0,0,0,0,0,0
subj1_series4_404,0,0,0,0,0,0
subj1_series4_405,0,0,0,0,0,0
subj1_series4_406,0,0,0,0,0,0
subj1_series4_407,0,0,0,0,0,0
subj1_series4_408,0,0,0,0,0,0
subj1_series4_409,0,0,0,0,0,0
subj1_series4_410,0,0,0,0,0,0
subj1_series4_411,0,0,0,0,0,0
subj1_series4_412,0,0,0,0,0,0
subj1_series4_413,0,0,0,0,0,0
subj1_series4_414,0,0,0,0,0,0
subj1_series4_415,0,0,0,0,0,0
subj1_series4_416,0,0,0,0,0,0
subj1_series4_417,0,0,0,0,0,0
subj1_series4_418,0,0,0,0,0,0
subj1_series4_419,0,0,0,0,0,0
subj1_series4_420,0,0,0,0,0,0
subj1_series4_421,0,0,0,0,0,0
subj1_series4_422,0,0,0,0,0,0
subj1_series4_423,0,0,0,0,0,0
subj1_series4_424,0,0,0,0,0,0
subj1_series4_425,0,0,0,0,0,0
subj1_series4_426,0,0,0,0,0,0
subj1_series4_427,0,0,0,0,0,0
subj1_series4_428,0,0,0,0,0,0
subj1_series4_429,0,0,0,0,0,0
subj1_series4_430,0,0,0,0,0,0
subj1_series4_431,0,0,0,0,0,0
subj1_series4_432,0,0,0,0,0,0
subj1_series4_433,0,0,0,0,0,0
subj1_series4_434,0,0,0,0,0,0
subj1_series4_435,0,0,0,0,0,0
subj1_series4_436,0,0,0,0,0,0
subj1_series4_437,0,0,0,0,0,0
subj1_series4_438,0,0,0,0,0,0
subj1_series4_439,0,0,0,0,0,0
subj1_series4_440,0,0,0,0,0,0
subj1_series4_441,0,0,0,0,0,0
subj1_series4_442,0,0,0,0,0,0
subj1_series4_443,0,0,0,0,0,0
subj1_series4_444,0,0,0,0,0,0
subj1_series4_445,0,0,0,0,0,0
subj1_series4_446,0,0,0,0,0,0
subj1_series4_447,0,0,0,0,0,0
subj1_series4_448,0,0,0,0,0,0
subj1_series4_449,0,0,0,0,0,0
subj1_series4_450,0,0,0,0,0,0
subj1_series4_451,0,0,0,0,0,0
subj1_series4_452,0,0,0,0,0,0
subj1_series4_453,0,0,0,0,0,0
subj1_series4_454,0,0,0,0,0,0
subj1_series4_455,0,0,0,0,0,0
subj1_series4_456,0,0,0,0,0,0
subj1_series4_457,0,0,0,0,0,0
subj1_series4_458,0,0,0,0,0,0
subj1_series4_459,0,0,0,0,0,0
subj1_series4_460,0,0,0,0,0,0
subj1_series4_461,0,0,0,0,0,0
subj1_series4_462,0,0,0,0,0,0
subj1_series4_463,0,0,0,0,0,0
subj1_series4_464,0,0,0,0,0,0
subj1_series4_465,0,0,0,0,0,0
subj1_series4_466,0,0,0,0,0,0
subj1_series4_467,0,0,0,0,0,0
subj1_series4_468,0,0,0,0,0,0
subj1_series4_469,0,0,0,0,0,0
subj1_series4_470,0,0,0,0,0,0
subj1_series4_471,0,0,0,0,0,0
subj1_series4_472,0,0,0,0,0,0
subj1_series4_473,0,0,0,0,0,0
subj1_series4_474,0,0,0,0,0,0
subj1_series4_475,0,0,0,0,0,0
subj1_series4_476,0,0,0,0,0,0
subj1_series4_477,0,0,0,0,0,0
subj1_series4_478,0,0,0,0,0,0
subj1_series4_479,0,0,0,0,0,0
subj1_series4_480,0,0,0,0,0,0
subj1_series4_481,0,0,0,0,0,0
subj1_series4_482,0,0,0,0,0,0
subj1_series4_483,0,0,0,0,0,0
subj1_series4_484,0,0,0,0,0,0
subj1_series4_485,0,0,0,0,0,0
subj1_series4_486,0,0,0,0,0,0
subj1_series4_487,0,0,0,0,0,0
subj1_series4_488,0,0,0,0,0,0
subj1_series4_489,0,0,0,0,0,0
subj1_series4_490,0,0,0,0,0,0
subj1_series4_491,0,0,0,0,0,0
subj1_series4_492,0,0,0,0,0,0
subj1_series4_493,0,0,0,0,0,0
subj1_series4_494,0,0,0,0,0,0
subj1_series4_495,0,0,0,0,0,0
subj1_series4_496,0,0,0,0,0,0
subj1_series4_497,0,0,0,0,0,0
subj1_series4_498,0,0,0,0,0,0
subj1_series4_499,0,0,0,0,0,0
subj1_series4_500,0,0,0,0,0,0
subj1_series4_501,0,0,0,0,0,0
subj1_series4_502,0,0,0,0,0,0
subj1_series4_503,0,0,0,0,0,0
subj1_series4_504,0,0,0,0,0,0
subj1_series4_505,0,0,0,0,0,0
subj1_series4_506,0,0,0,0,0,0
subj1_series4_507,0,0,0,0,0,0
subj1_series4_508,0,0,0,0,0,0
subj1_series4_509,0,0,0,0,0,0
subj1_series4_510,0,0,0,0,0,0
subj1_series4_511,0,0,0,0,0,0
subj1_series4_512,0,0,0,0,0,0
subj1_series4_513,0,0,0,0,0,0
subj1_series4_514,0,0,0,0,0,0
subj1_series4_515,0,0,0,0,0,0
subj1_series4_516,0,0,0,0,0,0
subj1_series4_517,0,0,0,0,0,0
subj1_series4_518,0,0,0,0,0,0
subj1_series4_519,0,0,0,0,0,0
subj1_series4_520,0,0,0,0,0,0
subj1_series4_521,0,0,0,0,0,0
subj1_series4_522,0,0,0,0,0,0
subj1_series4_523,0,0,0,0,0,0
subj1_series4_524,0,0,0,0,0,0
subj1_series4_525,0,0,0,0,0,0
subj1_series4_526,0,0,0,0,0,0
subj1_series4_527,0,0,0,0,0,0
subj1_series4_528,0,0,0,0,0,0
subj1_series4_529,0,0,0,0,0,0
subj1_series4_530,0,0,0,0,0,0
subj1_series4_531,0,0,0,0,0,0
subj1_series4_532,0,0,0,0,0,0
subj1_series4_533,0,0,0,0,0,0
subj1_series4_534,0,0,0,0,0,0
subj1_series4_535,0,0,0,0,0,0
subj1_series4_536,0,0,0,0,0,0
subj1_series4_537,0,0,0,0,0,0
subj1_series4_538,0,0,0,0,0,0
subj1_series4_539,0,0,0,0,0,0
subj1_series4_540,0,0,0,0,0,0
subj1_series4_541,0,0,0,0,0,0
subj1_series4_542,0,0,0,0,0,0
subj1_series4_543,0,0,0,0,0,0
subj1_series4_544,0,0,0,0,0,0
subj1_series4_545,0,0,0,0,0,0
subj1_series4_546,0,0,0,0,0,0
subj1_series4_547,0,0,0,0,0,0
subj1_series4_548,0,0,0,0,0,0
subj1_series4_549,0,0,0,0,0,0
subj1_series4_550,0,0,0,0,0,0
subj1_series4_551,0,0,0,0,0,0
subj1_series4_552,0,0,0,0,0,0
subj1_series4_553,0,0,0,0,0,0
subj1_series4_554,0,0,0,0,0,0
subj1_series4_555,0,0,0,0,0,0
subj1_series4_556,0,0,0,0,0,0
subj1_series4_557,0,0,0,0,0,0
subj1_series4_558,0,0,0,0,0,0
subj1_series4_559,0,0,0,0,0,0
subj1_series4_560,0,0,0,0,0,0
subj1_series4_561,0,0,0,0,0,0
subj1_series4_562,0,0,0,0,0,0
subj1_series4_563,0,0,0,0,0,0
subj1_series4_564,0,0,0,0,0,0
subj1_series4_565,0,0,0,0,0,0
subj1_series4_566,0,0,0,0,0,0
subj1_series4_567,0,0,0,0,0,0
subj1_series4_568,0,0,0,0,0,0
subj1_series4_569,0,0,0,0,0,0
subj1_series4_570,0,0,0,0,0,0
subj1_series4_571,0,0,0,0,0,0
subj1_series4_572,0,0,0,0,0,0
subj1_series4_573,0,0,0,0,0,0
subj1_series4_574,0,0,0,0,0,0
subj1_series4_575,0,0,0,0,0,0
subj1_series4_576,0,0,0,0,0,0
subj1_series4_577,0,0,0,0,0,0
subj1_series4_578,0,0,0,0,0,0
subj1_series4_579,0,0,0,0,0,0
subj1_series4_580,0,0,0,0,0,0
subj1_series4_581,0,0,0,0,0,0
subj1_series4_582,0,0,0,0,0,0
subj1_series4_583,0,0,0,0,0,0
subj1_series4_584,0,0,0,0,0,0
subj1_series4_585,0,0,0,0,0,0
subj1_series4_586,0,0,0,0,0,0
subj1_series4_587,0,0,0,0,0,0
subj1_series4_588,0,0,0,0,0,0
subj1_series4_589,0,0,0,0,0,0
subj1_series4_590,0,0,0,0,0,0
subj1_series4_591,0,0,0,0,0,0
subj1_series4_592,0,0,0,0,0,0
subj1_series4_593,0,0,0,0,0,0
subj1_series4_594,0,0,0,0,0,0
subj1_series4_595,0,0,0,0,0,0
subj1_series4_596,0,0,0,0,0,0
subj1_series4_597,0,0,0,0,0,0
subj1_series4_598,0,0,0,0,0,0
subj1_series4_599,0,0,0,0,0,0
subj1_series4_600,0,0,0,0,0,0
subj1_series4_601,0,0,0,0,0,0
subj1_series4_602,0,0,0,0,0,0
subj1_series4_603,0,0,0,0,0,0
subj1_series4_604,0,0,0,0,0,0
subj1_series4_605,0,0,0,0,0,0
subj1_series4_606,0,0,0,0,0,0
subj1_series4_607,0,0,0,0,0,0
subj1_series4_608,0,0,0,0,0,0
subj1_series4_609,0,0,0,0,0,0
subj1_series4_610,0,0,0,0,0,0
subj1_series4_611,0,0,0,0,0,0
subj1_series4_612,0,0,0,0,0,0
subj1_series4_613,0,0,0,0,0,0
subj1_series4_614,0,0,0,0,0,0
subj1_series4_615,0,0,0,0,0,0
subj1_series4_616,0,0,0,0,0,0
subj1_series4_617,0,0,0,0,0,0
subj1_series4_618,0,0,0,0,0,0
subj1_series4_619,0,0,0,0,0,0
subj1_series4_620,0,0,0,0,0,0
subj1_series4_621,0,0,0,0,0,0
subj1_series4_622,0,0,0,0,0,0
subj1_series4_623,0,0,0,0,0,0
subj1_series4_624,0,0,0,0,0,0
subj1_series4_625,0,0,0,0,0,0
subj1_series4_626,0,0,0,0,0,0
subj1_series4_627,0,0,0,0,0,0
subj1_series4_628,0,0,0,0,0,0
subj1_series4_629,0,0,0,0,0,0
subj1_series4_630,0,0,0,0,0,0
subj1_series4_631,0,0,0,0,0,0
subj1_series4_632,0,0,0,0,0,0
subj1_series4_633,0,0,0,0,0,0
subj1_series4_634,0,0,0,0,0,0
subj1_series4_635,0,0,0,0,0,0
subj1_series4_636,0,0,0,0,0,0
subj1_series4_637,0,0,0,0,0,0
subj1_series4_638,0,0,0,0,0,0
subj1_series4_639,0,0,0,0,0,0
subj1_series4_640,0,0,0,0,0,0
subj1_series4_641,0,0,0,0,0,0
subj1_series4_642,0,0,0,0,0,0
subj1_series4_643,0,0,0,0,0,0
subj1_series4_644,0,0,0,0,0,0
subj1_series4_645,0,0,0,0,0,0
subj1_series4_646,0,0,0,0,0,0
subj1_series4_647,0,0,0,0,0,0
subj1_series4_648,0,0,0,0,0,0
subj1_series4_649,0,0,0,0,0,0
subj1_series4_650,0,0,0,0,0,0
subj1_series4_651,0,0,0,0,0,0
subj1_series4_652,0,0,0,0,0,0
subj1_series4_653,0,0,0,0,0,0
subj1_series4_654,0,0,0,0,0,0
subj1_series4_655,0,0,0,0,0,0
subj1_series4_656,0,0,0,0,0,0
subj1_series4_657,0,0,0,0,0,0
subj1_series4_658,0,0,0,0,0,0
subj1_series4_659,0,0,0,0,0,0
subj1_series4_660,0,0,0,0,0,0
subj1_series4_661,0,0,0,0,0,0
